2018-09-17 14:35:42 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 14:48:25 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 14:55:26 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 14:55:26 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 14:55:26 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 14:55:26 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:23 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:23 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:35 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:35 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:36 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:36 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:36 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:36 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:36 INFO  SingleDraftPanel:153 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:36 ERROR SingleDraftPanel:154 - Panel Width: 660 - 	 Panel Height: 96
2018-09-17 20:52:36 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 20:52:36 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:11:01 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:11:01 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:12:53 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:12:53 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:12:53 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:12:53 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:08 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:08 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:08 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:08 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:08 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:08 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:08 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:08 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:10 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:10 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:13:10 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:10 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:14 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:14 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:18 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:18 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:21 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:21 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:21 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:21 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:13:31 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:13:31 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:16:49 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:16:49 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:16:49 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:16:49 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:17:02 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:17:02 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:17:02 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:17:02 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:24:26 INFO  SingleDraftPanel:153 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:24:26 ERROR SingleDraftPanel:154 - Panel Width: 1330 - 	 Panel Height: 96
2018-09-17 21:24:26 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:24:26 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 INFO  SingleDraftPanel:153 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 ERROR SingleDraftPanel:154 - Panel Width: 258 - 	 Panel Height: 96
2018-09-17 21:29:48 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:29:48 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 INFO  SingleDraftPanel:156 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 ERROR SingleDraftPanel:157 - Image Width: 1366 - 	 Image Height: 768
2018-09-17 21:31:06 INFO  SingleDraftPanel:153 - Panel Width: 436 - 	 Panel Height: 96
2018-09-17 21:31:06 ERROR SingleDraftPanel:154 - Panel Width: 436 - 	 Panel Height: 96
